id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18844533,"1st Floor Suite with AC, private entry, and bath",131255262,Michael,Manhattan,Upper West Side,40.80292,-73.96692,Private room,80,1,42,2018-08-09,1.7,1,0
18849787,Large & sunny bedroom in heart of Williamsburg!,46113651,Andres,Brooklyn,Williamsburg,40.71275,-73.95665,Private room,55,1,0,,0.0,1,0
18852919,THE PERFECT QUIET ATMOSPHERE  WHEN HOME,129890157,Pauline,Bronx,Allerton,40.87063,-73.84896,Private room,70,1,3,2017-06-12,0.12,2,0
18853435,B1Cozy Room in Long Island City Great Location.,79105834,Leo,Queens,Long Island City,40.75575,-73.93236,Private room,54,1,73,2019-06-10,2.89,9,279
18855980,Close by La Guardia airport,109526714,Aleida,Queens,East Elmhurst,40.76078,-73.87661,Private room,50,1,97,2019-06-27,3.86,2,149
18856302,Immaculate and beautiful 2 BDR private apartment,130618404,Rachel,Brooklyn,Crown Heights,40.67155,-73.94189,Entire home/apt,109,1,93,2019-06-30,3.66,1,79
18857134,Private Small Bedroom in Hell's Kitchen,131374030,Steven,Manhattan,Hell's Kitchen,40.76387,-73.99117,Private room,100,1,9,2017-12-28,0.35,1,0
18857790,Private bedroom in a quiet and safe neighborhood,55813598,Karen,Brooklyn,Gravesend,40.60788,-73.97454,Private room,40,1,95,2019-07-06,3.69,2,354
18857875,Cozy 1BR with private bathroom. Near everything!,131383679,Antonella,Manhattan,Upper West Side,40.78663,-73.97844,Private room,100,1,14,2018-07-27,0.55,1,24
18872076,The Peace Pad- 1 bedroom Full Bed,15017590,Kathleen,Manhattan,Harlem,40.82896,-73.94223,Private room,50,1,2,2017-06-09,0.08,1,0
18872495,Spacious room near the Midtown-close to everything,19339271,Marcia,Queens,Long Island City,40.74752,-73.92264,Private room,60,1,7,2017-11-12,0.32,1,0
18876580,Private Bedroom in Lovely Astoria Home,131530387,Kerith,Queens,Astoria,40.75704,-73.92135,Private room,60,1,129,2019-07-03,5.11,1,95
18878093,"Hip yet chic *private room*
10 minutes to city",73866735,Ashley,Brooklyn,Williamsburg,40.71066,-73.94127,Private room,65,1,1,2019-07-04,1.0,1,110
18878633,"Great location, spacious room, close to train!",71149842,Yaasha,Manhattan,East Village,40.7291,-73.97941,Private room,80,1,8,2018-05-28,0.31,2,0
18879379,Time Square private studio,3291930,Mark,Manhattan,Hell's Kitchen,40.75888,-73.99077,Entire home/apt,155,1,0,,0.0,1,0
18888585,1 bedroom in 4 BR 1 bath Apt females only,131621761,Annette,Brooklyn,East Flatbush,40.65292,-73.94269,Private room,50,1,0,,0.0,1,0
18892465,Chelsea Studio,15474495,Stacy,Manhattan,Chelsea,40.73884,-73.99767,Private room,150,1,1,2017-06-19,0.04,1,0
18894145,"Bright, Beautiful & Welcoming in Williamsburg",24589216,Heidi,Brooklyn,Williamsburg,40.70849,-73.9619,Private room,80,1,19,2019-02-02,1.11,2,0
18895509,Luxurious 1/1.5 (sleeps 4!) in Battery Park!,9484439,Nicole,Manhattan,Battery Park City,40.71842,-74.01523,Entire home/apt,200,1,4,2017-06-25,0.16,1,0
18898808,BK's Finest Jack&Jill ShareRoom Close to Train/Bus,50600973,Joyell,Brooklyn,Bushwick,40.69674,-73.92972,Shared room,25,1,105,2019-06-12,4.22,7,82
18902729,3Beds/Kitchen/wifi/US Open唐人街电梯公寓/厨卫/网快/美网赛事,80769114,Yoga,Queens,Flushing,40.75851,-73.8203,Entire home/apt,98,1,34,2019-06-20,1.38,1,55
18906081,1-BR en-suite in prestige Brownstone home,9492212,Emily And Joel,Brooklyn,Park Slope,40.67075,-73.9769,Private room,149,1,0,,0.0,4,0
18910492,Beautiful Room in the Heart of Astoria with view,131792379,George,Queens,Astoria,40.76834,-73.92093,Private room,55,1,0,,0.0,1,0
18914730,IDEALLY LOCATED COZY COTTAGE,1776707,Luis,Bronx,Throgs Neck,40.83051,-73.82511,Entire home/apt,95,1,266,2019-06-28,10.34,1,345
18915658,"Sunny, clean & friendly Williamsburg room",45935367,Ellena,Brooklyn,Williamsburg,40.70736,-73.95571,Private room,70,1,39,2019-06-25,2.03,1,2
18916917,Dynamic Solitude,32613511,Geetika,Manhattan,Midtown,40.74384,-73.98243,Shared room,55,1,1,2017-05-29,0.04,1,0
18924273,Private Budget Room for Awesome Guests #2,97018938,Ude,Brooklyn,Canarsie,40.63895,-73.90868,Private room,50,1,74,2019-06-15,2.88,2,179
18924446,Peaceful cozy place in the middle of the crowds.,57230304,Imanuelly,Queens,Elmhurst,40.73218,-73.88461,Private room,75,1,1,2019-05-05,0.46,3,364
18929965,Private bedroom - Next to Subway & Central Park,92650708,Kristen,Manhattan,Upper East Side,40.76422,-73.96612,Private room,88,1,59,2019-06-29,2.34,1,34
18932586,Completed New studio @ Luxury apartment,35405054,Luo,Queens,Long Island City,40.75027,-73.94236,Entire home/apt,104,1,7,2017-11-26,0.28,1,0
18934106,JFK 10 & LGA 15 MINUTES  AC BEDROOM ATTCH BATHROOM,22959695,Gurpreet  Singh,Queens,Richmond Hill,40.69482,-73.82551,Private room,59,1,123,2018-08-14,4.85,5,0
18935148,Cozy Paradise,131993336,David,Queens,Forest Hills,40.71923,-73.85189,Private room,175,1,47,2019-06-23,2.14,2,176
18946416,Beautiful Brooklyn Brownstone,19867664,Cheryl,Brooklyn,Crown Heights,40.671,-73.94703,Entire home/apt,200,1,105,2019-07-06,4.57,2,274
18949153,Sunny One Bedroom off the Park,25391872,Pavel,Brooklyn,Prospect-Lefferts Gardens,40.65585,-73.95582,Entire home/apt,105,1,7,2017-06-30,0.27,1,0
18957522,Entire One Bedroom Apt-Great Location In Manhattan,37100193,Michelle,Manhattan,Midtown,40.75452,-73.96634,Entire home/apt,122,1,120,2019-06-21,5.03,1,220
18958323,Tranquility,21190402,David,Staten Island,Emerson Hill,40.60577,-74.12819,Private room,85,1,0,,0.0,1,0
18958724,GIANT BUSHWICK ROOM - PRIVATE ACCESS - SHARED APT,40510005,Hugo,Brooklyn,Bushwick,40.68923,-73.9154,Private room,50,1,11,2017-07-28,0.44,1,0
18960496,In the Heart of Manhattan New York,132219692,Garen,Manhattan,Midtown,40.74683,-73.98761,Entire home/apt,158,1,138,2019-06-24,5.45,1,142
18961150,Room with a view,5139965,Jamie,Queens,Long Island City,40.75125,-73.93807,Entire home/apt,195,1,3,2017-06-26,0.12,1,0
18970683,Bushwick Cozy Room,131476075,Lakisha,Brooklyn,Bushwick,40.68756,-73.91326,Private room,50,1,31,2019-07-01,1.24,8,179
18975097,Quiet and hip Astoria house (15 min. to Manhattan),17079377,Joseph,Queens,Ditmars Steinway,40.77655,-73.91304,Private room,50,1,12,2019-05-21,0.63,1,0
18976585,"sunny room, 2 mins to subway & 15mins to Manhattan",27131793,James,Queens,Jackson Heights,40.74712,-73.89329,Private room,46,1,19,2017-09-09,0.75,1,0
18979087,Simple and clean bedroom with good view and light,70074907,Emily,Manhattan,Roosevelt Island,40.76873,-73.94397,Private room,51,1,2,2017-06-16,0.08,2,0
18988028,Peaceful home to come on Budget.,131211034,Monica A,Bronx,University Heights,40.85484,-73.90646,Private room,60,1,1,2017-11-25,0.05,1,0
18989137,Boerum Hill Beauty,132464510,Christine,Brooklyn,Boerum Hill,40.68508,-73.98413,Private room,125,1,8,2018-10-07,0.32,1,156
18992110,Charming Nolita Apartment,12420115,Constanze,Manhattan,Lower East Side,40.7197,-73.99331,Entire home/apt,170,1,16,2019-02-18,0.63,1,0
18994965,Thee Bohemian BNB Astoria,132486597,Matt,Queens,Astoria,40.77126,-73.92088,Private room,60,1,54,2019-06-16,2.21,1,73
18996283,Midtown NY,48590699,Isabelle,Manhattan,Midtown,40.75169,-73.97116,Private room,100,1,8,2017-07-24,0.32,1,0
18999839,Spacious private room with private bathroom,76359133,FuKang,Queens,Fresh Meadows,40.73862,-73.79184,Private room,55,1,113,2019-06-30,4.44,3,137
19010699,Waterfront studio apartment 1 stop to Manhattan!,25346530,Garrett,Queens,Long Island City,40.74285,-73.95597,Entire home/apt,99,1,3,2017-06-16,0.12,1,0
19010965,Amazing Bright Room With Separate Bathroom,27522582,Gabriele,Brooklyn,Bushwick,40.70075,-73.91644,Private room,70,1,0,,0.0,3,0
19011610,Geometric Getaway,19544315,Cal,Manhattan,Washington Heights,40.83318,-73.94081,Private room,35,1,0,,0.0,2,0
19012181,Hamptons-esque Brooklyn Condo,132644162,Lindsay,Brooklyn,Prospect-Lefferts Gardens,40.65704,-73.95757,Entire home/apt,250,1,1,2017-06-22,0.04,1,0
19015029,Private Cabin in New-York City (Chelsea Dictrict),117365574,Maria,Manhattan,Chelsea,40.74806,-73.99665,Private room,85,1,77,2019-06-20,3.84,5,310
19017429,Large  private room in a nice apartment,41171451,Miriam,Manhattan,Harlem,40.82634,-73.95061,Private room,80,1,18,2019-01-06,0.75,1,179
19021031,Simple and clean bedroom with good view & light 2,70074907,Emily,Manhattan,Roosevelt Island,40.7687,-73.94308,Private room,51,1,0,,0.0,2,0
19027786,The Diamond Room,33552302,Ese,Manhattan,East Harlem,40.80244,-73.94409,Private room,125,1,11,2019-05-05,0.44,1,341
19028078,Elegant Guest Room A,44547688,Carol,Brooklyn,East New York,40.67249,-73.8782,Private room,52,1,13,2019-05-26,0.53,2,365
19038815,"1 Block from Subway, Central Location, Great Price",131976173,Mira,Brooklyn,Bedford-Stuyvesant,40.69144,-73.956,Private room,85,1,177,2019-06-24,7.05,3,49
19044895,Private room in 2br apartment near subway (train),85526404,Zakir And Shagraf,Queens,Flushing,40.75448,-73.82295,Private room,55,1,37,2018-07-25,1.46,1,0
19051760,Bonito dormitorio 20-25 minutos Times Square.,132983866,Carmelo,Manhattan,Washington Heights,40.84733,-73.93445,Private room,75,1,100,2019-07-06,4.52,1,280
19053614,"ONLY 5 MIN TO MANHATAN, BRAND NEW APARTMENT",69124870,Ana Y Victor,Brooklyn,Williamsburg,40.71118,-73.9608,Private room,400,1,49,2019-06-18,2.48,4,77
19054163,Cozy Brooklyn Oasis,133004690,Linda,Brooklyn,Bedford-Stuyvesant,40.68633,-73.93972,Entire home/apt,80,1,107,2019-06-18,4.28,2,240
19054683,Fully-furnished modern apartment,97907084,Kim,Bronx,Wakefield,40.90281,-73.85201,Entire home/apt,28,1,0,,0.0,1,0
19056511,"Bright and comfy, in the heart of Harlem",67609111,Gizzelle,Manhattan,Harlem,40.81515,-73.9421,Private room,80,1,0,,0.0,1,0
19057018,1BR/1BA in 2BR/2BA Flushing,356490,Peter,Queens,Flushing,40.76796,-73.81732,Shared room,1000,1,0,,0.0,1,0
19057791,Location Location - Cozy Room In Time Square,14935858,Goran,Manhattan,Hell's Kitchen,40.75964,-73.99071,Private room,49,1,41,2019-01-12,1.62,2,8
19063118,JFK 10 & LGA 15 MINUTES AWAY A/C PRIVATE BEDROOM B,22959695,Gurpreet  Singh,Queens,Richmond Hill,40.69502,-73.8252,Private room,50,1,106,2018-10-07,4.15,5,0
19067757,12min to NY & 10min LGA/30min JFK w/Closet&heater,100128949,Lisa,Queens,Astoria,40.75539,-73.91311,Private room,39,1,4,2019-01-02,0.17,4,136
19069305,"Quiet, cozy room just across the Brooklyn Museum",10402380,Yuval,Brooklyn,Prospect Heights,40.67245,-73.96358,Private room,50,1,144,2019-07-02,5.65,2,0
19071002,BK's Finest Jack&Jill2 Share NearTransportation,50600973,Joyell,Brooklyn,Bushwick,40.6951,-73.92983,Shared room,29,1,124,2019-06-18,4.99,7,73
19074024,Spacious 5th Ave - Semi Pvt Bed & Bath,113570467,Rachel,Manhattan,Midtown,40.74842,-73.98542,Shared room,320,1,1,2018-09-26,0.1,1,179
19083490,I ❤️NY,35031975,Ej,Manhattan,Hell's Kitchen,40.75625,-73.99336,Entire home/apt,207,1,0,,0.0,1,0
19085402,Spacious 1bdrm in new luxury Williamsburg building,133281513,Eda,Brooklyn,Williamsburg,40.71885,-73.95444,Entire home/apt,180,1,16,2019-03-15,0.65,1,0
19102027,Charming room in the heart ❤️ of Williamsburg!,42729298,Aigerim Aika,Brooklyn,Williamsburg,40.71913,-73.95774,Private room,75,1,135,2019-06-23,5.31,2,19
19102698,Amazing Private Bedroom-15min from the Manhattan!,133460613,Ed,Queens,Astoria,40.76169,-73.90819,Private room,49,1,6,2019-05-06,0.24,2,359
19103027,Modern Private Bedroom-15min from the Manhattan!,133460613,Ed,Queens,Astoria,40.76193,-73.9074,Private room,74,1,0,,0.0,2,359
19103622,Comfy private room in the heart ❤️ of Williamsburg!,42729298,Aigerim Aika,Brooklyn,Williamsburg,40.71911,-73.95805,Private room,65,1,122,2019-06-20,4.82,2,11
19111734,Habitación ideal para viajeros,133536020,Zoila,Manhattan,East Harlem,40.79185,-73.94139,Private room,50,1,64,2019-06-18,2.55,1,4
19113032,Luxury Master Bedroom in Prime Brooklyn,46317725,Jamie,Brooklyn,Bushwick,40.70179,-73.92379,Entire home/apt,79,1,2,2017-06-08,0.08,2,0
19114715,"Cozy and comfortable bedroom in Astoria, Queens",32219638,Jorge,Queens,Astoria,40.7683,-73.9331,Private room,50,1,28,2019-07-06,1.5,1,175
19117051,Luxurious comfort in BK,12775618,Jared,Brooklyn,Greenpoint,40.73736,-73.95668,Entire home/apt,185,1,4,2017-11-13,0.19,1,0
19118803,Luxury Studio in Battery Park NYC,7628817,Karl,Manhattan,Financial District,40.70546,-74.01465,Entire home/apt,275,1,0,,0.0,1,0
19120316,Private Room in Brooklyn - Close to Subway!,132219056,Jason,Brooklyn,Bedford-Stuyvesant,40.69079,-73.93716,Private room,42,1,38,2019-06-02,1.58,2,218
19121995,Pat's crib,133426665,Patrick,Brooklyn,Flatlands,40.61462,-73.92108,Private room,89,1,68,2019-06-01,2.68,1,333
19122672,VERY CLOSE MANHATTAN ( S ),47015275,Kathy,Queens,Elmhurst,40.74546,-73.88898,Private room,70,1,31,2019-06-01,1.23,2,89
19122738,New York City living,10733404,Rob,Manhattan,Chelsea,40.74216,-73.99887,Entire home/apt,275,1,2,2017-08-13,0.08,1,0
19134330,Take it now you won't find better,133736899,Hanna,Manhattan,Upper West Side,40.76984,-73.98225,Entire home/apt,200,1,1,2017-06-16,0.04,1,0
19139564,Steps from the Barclays Center!,133787072,Neek,Brooklyn,Park Slope,40.67761,-73.97767,Private room,120,1,96,2019-06-17,3.9,1,53
19141351,Room in Beautiful Beach Bungalow!,133802130,Jo,Queens,Far Rockaway,40.59326,-73.76037,Private room,40,1,33,2019-05-23,1.33,1,36
19141391,Unique Cozy Sunny converted Studio/One Bedroom,75065047,Simi,Manhattan,Lower East Side,40.71925,-73.98955,Entire home/apt,106,1,9,2018-11-04,0.39,1,364
19141833,2BD in the Heart of Fort Greene,4331581,Alyssa,Brooklyn,Fort Greene,40.68876,-73.97746,Entire home/apt,147,1,1,2017-06-11,0.04,1,0
19143826,"Private Room- Greenpoint, Willamsburg local",133843931,Bryan,Brooklyn,Greenpoint,40.72675,-73.9554,Private room,37,1,58,2019-06-15,2.34,2,152
19155616,Affordable master room near of LGA in Queens,46712160,Lucilu,Queens,Jackson Heights,40.75243,-73.89553,Private room,59,1,184,2019-06-20,7.84,2,30
19157123,NYC Hotel (Enjoy top tier membership benefits),7050126,Sasha,Manhattan,Midtown,40.76347,-73.978,Entire home/apt,1000,1,3,2017-07-29,0.12,2,90
19161964,A Private and Cozy room near Columbia University,107704855,Mohammad,Manhattan,Morningside Heights,40.8107,-73.95842,Private room,60,1,1,2017-11-15,0.05,1,0
19162211,BK's Finest SHARED ROOM 1 BED AVAILABLE,50600973,Joyell,Brooklyn,Bushwick,40.69518,-73.92856,Shared room,50,1,24,2018-10-28,0.98,7,0
19162441,Greenpoint Garden of Eden,43085567,Sara,Brooklyn,Greenpoint,40.72661,-73.95178,Entire home/apt,200,1,0,,0.0,1,0
19164049,Cozy private room Near Central Park,18655355,Jolly,Manhattan,East Harlem,40.78827,-73.94629,Private room,128,1,22,2019-06-03,0.94,1,329
19167933,"SUNSHINE 2BR/2 bath 15min to Times Square, LIRR",61316506,Mamun,Queens,Woodside,40.74341,-73.90041,Entire home/apt,120,1,85,2019-06-21,3.37,2,340
19170051,"Cozy walk up, in the heart of Sugar Hill",90227099,Trace,Manhattan,Harlem,40.82794,-73.94194,Entire home/apt,90,1,3,2017-09-27,0.12,1,0
19171294,"Private bedroom w/desk and fridge, close to JFK",134070513,Conrad,Queens,Cambria Heights,40.70133,-73.74212,Private room,60,1,2,2018-07-27,0.17,1,37
19174466,2 bedrooms: 1 queen bed and 1 full bed,80508435,Irving,Manhattan,Upper West Side,40.79367,-73.97073,Private room,150,1,1,2017-08-01,0.04,2,0
19174707,THE Space,87553853,Titus,Brooklyn,East Flatbush,40.65203,-73.93317,Private room,200,1,2,2019-03-31,0.08,1,178
19175819,Main floor room in five bedroom house,65407018,Harmony,Brooklyn,Greenpoint,40.72306,-73.93676,Private room,60,1,36,2019-06-24,1.55,5,180
19176222,Beautiful East Village apartment!,90279905,Mariana,Manhattan,East Village,40.72706,-73.98451,Private room,120,1,9,2017-12-10,0.37,1,0
19177262,Large Manhattan Apartment: Ideal Location - Inwood,16404967,Andom,Manhattan,Inwood,40.86699,-73.92689,Entire home/apt,90,1,17,2019-07-06,1.68,1,64
19177573,Private room in a beautiful apartment,61649734,Giulliana,Brooklyn,Bushwick,40.69019,-73.91384,Private room,51,1,194,2019-06-27,7.66,2,7
19179558,Sunny Two Bed in Prime Lower East Side/Chinatown:),3801752,Tara,Manhattan,Chinatown,40.71522,-73.99355,Private room,90,1,124,2019-06-23,4.95,2,125
19179608,Home away from home in Brooklyn!,73632360,Matthew,Brooklyn,Bedford-Stuyvesant,40.68776,-73.94936,Private room,50,1,0,,0.0,1,0
19179615,"HEART OF BROOKLYN, QUEEN BED, 1 BLOCK FROM SUBWAY!",131976173,Mira,Brooklyn,Bedford-Stuyvesant,40.6908,-73.95507,Private room,79,1,195,2019-06-20,7.79,3,46
19181398,our place short stay,134160379,Sandy,Bronx,Mott Haven,40.81023,-73.91926,Private room,70,1,0,,0.0,1,87
19181504,Large furnished studio utilities&wifi including.,61685550,Jianyan,Manhattan,Upper East Side,40.77099,-73.95118,Entire home/apt,120,1,3,2017-06-24,0.12,1,0
19182026,Spacious 1-bedroom by Prospect Park + BK Museum,33439741,Mahlet,Brooklyn,Prospect Heights,40.67488,-73.96692,Entire home/apt,125,1,9,2018-11-04,0.36,1,65
19197632,Heart Of Queens 2❤️❤️/ Jackson Heights/ Elmhurst,123483050,Andrea,Queens,Elmhurst,40.74741,-73.88149,Private room,85,1,92,2019-06-20,3.7,3,166
19197983,Beautiful Apartment with Manhattan view.,14249332,Joseph,Queens,Astoria,40.77705,-73.93443,Private room,69,1,68,2019-06-22,2.72,1,51
19209477,Nice comfy private room with backyard included!,20804098,Tenzin,Queens,Maspeth,40.72815,-73.89945,Private room,70,1,0,,0.0,1,0
19211023,Charming apartment in Nolita/Soho,6850350,Sam,Manhattan,Nolita,40.72254,-73.99543,Private room,115,1,28,2018-06-22,1.16,1,0
19212378,Gorgeous private room with private bathroom.,133785513,Alena,Brooklyn,Bedford-Stuyvesant,40.6921,-73.93746,Private room,110,1,150,2019-07-03,5.99,4,85
19212489,Authentic private  room. Just 25 min to Manhattan!,133785513,Alena,Brooklyn,Bedford-Stuyvesant,40.69485,-73.93794,Private room,87,1,141,2019-07-01,5.58,4,73
19221008,Great room in Upper East Side 85th/3av,99349134,Tupac,Manhattan,Upper East Side,40.77713,-73.95277,Private room,75,1,9,2019-06-23,0.4,2,119
19227138,Modern quiet and clean room minutes from Manhattan,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.68178,-73.91287,Private room,55,1,115,2019-06-16,4.64,6,164
19227222,BRIGHT MASSIVE ROOM. 20 MINUTES TO MIDTOWN,133657043,Diana,Manhattan,Harlem,40.83009,-73.94723,Private room,77,1,1,2019-06-02,0.81,1,0
19227365,Master bedroom in large apt minutes from Manhattan,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.6829,-73.91295,Private room,55,1,119,2019-06-24,4.78,6,205
19227424,"Private, cozy room near major trains",86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.6812,-73.91148,Private room,50,1,102,2019-06-22,4.14,6,237
19227538,Private room in sunny Manhattan apartment.,15741095,Cameron,Manhattan,Washington Heights,40.84491,-73.94044,Private room,50,1,20,2017-12-25,0.81,1,0
19228313,Spacious getaway in the heart of Harlem,63010844,Morgan,Manhattan,Harlem,40.82399,-73.94382,Private room,46,1,0,,0.0,1,0
19242821,1 bedroom apt,134438985,Andrea,Queens,Astoria,40.76473,-73.91183,Entire home/apt,199,1,5,2017-12-17,0.23,1,0
19243465,Room in Full Floor East Village Apt!,134613498,Adonis,Manhattan,East Village,40.72715,-73.98623,Private room,120,1,39,2019-06-02,1.65,7,350
19244237,Your Brooklyn pad,17184568,Luke,Brooklyn,Bushwick,40.70232,-73.92935,Private room,60,1,1,2017-07-02,0.04,1,0
19244710,Spacious & Cozy 1BR Apartment in Brownstone Bldg,20283471,Ramy,Brooklyn,Bedford-Stuyvesant,40.6802,-73.93315,Entire home/apt,130,1,3,2017-06-26,0.12,1,0
19246114,Stunning modern artsy 2 bed -steam & rooftop,16262749,Abby,Brooklyn,Greenpoint,40.72092,-73.94281,Entire home/apt,350,1,70,2019-07-01,3.26,1,142
19247214,Spacious Bedroom in Full Floor East Village Apt,134613498,Adonis,Manhattan,East Village,40.72717,-73.98643,Private room,180,1,28,2019-06-24,1.17,7,328
19267834,Rainbow Guesthouse,124399442,Igor,Brooklyn,Midwood,40.61359,-73.95983,Shared room,32,1,8,2019-06-30,0.32,4,21
19268922,LARGE PRIVATE ROOM IN ASTORIA,134741341,Sofia,Queens,Astoria,40.77415,-73.93125,Private room,85,1,14,2018-12-29,0.76,2,6
19274584,"Private Bedroom, 10 Minutes to Lower Manhattan",24842789,David,Brooklyn,Williamsburg,40.70717,-73.94949,Private room,60,1,5,2017-07-04,0.2,1,0
19279519,studio in UES,22215460,Abc,Manhattan,Upper East Side,40.7685,-73.95698,Entire home/apt,500,1,0,,0.0,1,363
19284144,Great Empty Apartment for you.,19893801,Jimmy,Brooklyn,Windsor Terrace,40.6526,-73.97366,Entire home/apt,77,1,5,2017-07-01,0.2,1,0
19289198,Sunny Room with Private Bath; Prime LES/Chinatown,3801752,Tara,Manhattan,Chinatown,40.71418,-73.99238,Private room,90,1,105,2019-06-15,4.19,2,87
19291110,Homely Private Room with Queen Sized Bed,34198671,Narmeen,Brooklyn,Crown Heights,40.67594,-73.9261,Private room,55,1,1,2017-06-24,0.04,1,0
19297819,Clean&Simple (45 minutes to Manhattan),132341923,Cynthia,Queens,Jamaica,40.68875,-73.78786,Entire home/apt,57,1,120,2019-07-03,5.37,2,56
19304453,Convenient Midtown Private 1 Bedroom,11035230,Mel,Manhattan,Hell's Kitchen,40.75544,-73.99406,Entire home/apt,100,1,13,2019-02-17,0.52,1,0
19308804,2br/1bth Garden Townhouse Apartment,135061108,Carmelo,Brooklyn,East Flatbush,40.65042,-73.94842,Entire home/apt,225,1,6,2019-07-01,0.25,2,152
19313483,"Madison Ave BR Steps from Central Park, east 60s",26691429,Camilla,Manhattan,Upper East Side,40.76892,-73.96906,Private room,115,1,56,2019-06-22,3.03,1,325
19314589,THE SMALL CHATEAU IN THE TREES,135272642,Stefanie Elizabeth,Manhattan,East Village,40.72408,-73.98297,Entire home/apt,165,1,202,2019-06-22,8.16,1,217
19317196,Luxury 1 Bed Apartment with GYM,12624062,Fabiana,Manhattan,Financial District,40.70716,-74.01036,Entire home/apt,210,1,8,2018-08-31,0.34,1,54
19317831,Room for the mighties !! Air conditioner /CPark,100835599,Dalina,Manhattan,East Harlem,40.79031,-73.94688,Private room,113,1,12,2017-09-13,0.48,2,90
19322515,20m to Manhattan - 2 Floors + Express Subway,98705818,Mari,Brooklyn,Crown Heights,40.67476,-73.93016,Entire home/apt,550,1,6,2019-05-22,0.25,1,249
19325562,Private Room in East Village Apartment,119968055,Michelle,Manhattan,East Village,40.72706,-73.98583,Private room,100,1,0,,0.0,1,0
19326520,Awesome Williamsburg Apartment,16342788,Carlos,Brooklyn,Williamsburg,40.70857,-73.94501,Private room,85,1,2,2017-09-18,0.09,2,64
19328148,Peaceful room:an AlmostEmpty Apartment of your own,7014073,Alex,Brooklyn,Williamsburg,40.71142,-73.96567,Private room,90,1,7,2018-10-13,0.71,1,0
19330704,Private room near Columbia University,134370506,Joseph,Manhattan,Morningside Heights,40.81237,-73.95985,Private room,80,1,39,2019-07-06,1.56,1,13
19339594,Charming Newly Renovated Brownstone,134808051,Jaime And Stephen,Brooklyn,Crown Heights,40.6746,-73.94652,Private room,80,1,5,2018-09-19,0.22,1,365
19343700,Modern Upper East Side Apartment near Central Park,135522817,Shaun,Manhattan,Upper East Side,40.77412,-73.95695,Entire home/apt,198,1,143,2019-06-15,5.91,1,300
19345240,Private bed/bath / great views / Upper East Side,35786659,Hao,Manhattan,Upper East Side,40.76801,-73.96085,Private room,75,1,15,2017-12-17,0.61,1,0
19347079,Sunny private apt 25 min from NYC,1334621,Shauna And Sarah,Queens,Woodside,40.7432,-73.91238,Entire home/apt,50,1,28,2019-06-28,1.14,1,13
19359301,Hideaway Relaxed spot,80672906,Courtney,Brooklyn,Kensington,40.63142,-73.97154,Private room,100,1,0,,0.0,1,0
19361884,"JFK 10mins, LGA 15mins drive, Two Beds in a Room",101657794,Dr. Shirin,Queens,Briarwood,40.70962,-73.80616,Private room,70,1,32,2019-07-01,1.29,6,364
19362649,upstairs single with queens bed and all decorative,101657794,Dr. Shirin,Queens,Briarwood,40.70848,-73.80607,Private room,70,1,22,2017-09-30,0.89,6,0
19363356,Cute Harlem Bedroom,125684191,Jules,Manhattan,Harlem,40.81783,-73.95346,Private room,55,1,2,2017-06-28,0.08,1,0
19363396,Soho Downtown - Large Sunny Private Room!,27721159,Louise,Manhattan,SoHo,40.72635,-74.00298,Private room,94,1,1,2017-07-05,0.04,1,0
19363671,The Sterling Flat,46454894,Maxine,Brooklyn,Prospect-Lefferts Gardens,40.66197,-73.9543,Entire home/apt,105,1,2,2017-07-03,0.08,1,0
19363728,Private Room in Great East Village Apartment!,27443386,Lauren,Manhattan,East Village,40.72036,-73.97889,Private room,50,1,2,2017-07-17,0.08,1,0
19364266,"Private room in charming, eclectic Flushing home",135732224,Laura,Queens,Flushing,40.75474,-73.82166,Private room,44,1,0,,0.0,1,0
19376182,Peaceful Room in the heart of Clinton Hill,29243209,Sarah,Brooklyn,Clinton Hill,40.68618,-73.96179,Private room,70,1,6,2017-08-13,0.24,2,0
19385872,Sun-filled Oasis in Crown Heights,13283016,Sarah,Brooklyn,Crown Heights,40.66658,-73.95167,Entire home/apt,157,1,0,,0.0,1,0
19386162,Big Private Bedroom on Roosevelt Island,106948134,Erik,Manhattan,Roosevelt Island,40.76074,-73.94943,Private room,72,1,12,2019-05-22,0.48,2,0
19388464,Private room with A/C & great bed by Prospect Park,50591874,John,Brooklyn,Prospect-Lefferts Gardens,40.65653,-73.95786,Private room,55,1,124,2019-06-24,5.02,1,24
19389677,Sunny livingroom in 1 bedroom. Couch only though.,135932425,Samantha,Manhattan,Washington Heights,40.85471,-73.93016,Private room,50,1,1,2017-07-24,0.04,1,0
19389911,Spacious and Clean Private Bedroom in NYC,5612625,Andy,Manhattan,Upper West Side,40.79503,-73.96715,Private room,95,1,55,2018-05-24,2.23,1,0
19407360,Greenpoint top floor w/ sun & views,1341922,Blake,Brooklyn,Greenpoint,40.72412,-73.95261,Private room,49,1,0,,0.0,1,0
